Acceleration;Car;Cylinders;Displacement;Horsepower;MPG;Model;Origin;RHS;Weight
0.0;15.0;0.0;0.0;?;0.0;0.0;0.0;Car;112.0
0.0;15.0;0.0;34.0;5.0;?;?;0.0;Car;10.0
?;15.0;0.0;1.0;7.0;?;?;0.91;Car;0.0
?;15.0;0.0;?;3.0;0.0;?;0.92;Car;8.0
0.3;15.0;0.0;?;?;0.1;0.0;0.91;Car;145.0
0.1;15.0;0.0;1.0;7.0;2.0;2.0;?;Car;0.0
0.5;15.0;0.0;?;12.0;1.0;0.0;?;Car;5.0
0.0;15.0;0.0;9.0;?;2.0;0.0;?;Car;8.0
0.3;15.0;0.0;9.0;?;?;4.0;0.91;Car;1.0
?;15.0;0.0;?;4.0;1.3;?;0.0;Car;2.0
0.8;15.0;0.0;3.0;1.0;1.7;1.0;0.91;Car;0.0
4.2;14.0;0.0;1.0;0.0;?;?;0.0;Car;0.0
0.5;14.0;0.0;0.0;?;0.0;0.0;0.0;Car;20.0
0.0;14.0;0.0;1.0;13.0;0.0;0.0;0.0;Car;375.0
0.0;14.0;0.0;6.0;4.0;?;0.0;?;Car;97.0
0.0;14.0;0.0;7.0;13.0;?;3.0;0.0;Car;10.0
0.0;14.0;0.0;7.0;?;4.2;3.0;0.0;Car;10.0
?;14.0;0.0;11.0;4.0;0.0;0.0;0.0;Car;55.0
1.0;14.0;0.0;1.0;?;0.0;0.0;0.0;Car;71.0
0.0;14.0;0.0;13.0;?;0.0;0.0;0.0;Car;45.0
?;14.0;0.0;1.0;0.0;2.3;0.0;0.0;Car;45.0
1.5;14.0;0.0;?;0.0;0.0;0.0;?;Car;141.0
?;14.0;0.0;1.0;0.0;?;2.0;0.0;Car;0.0
?;14.0;0.0;?;0.0;2.9;2.0;0.0;Car;0.0
1.5;14.0;0.0;24.0;0.0;0.0;0.0;?;Car;141.0
?;14.0;0.0;1.0;0.0;2.9;?;0.0;Car;0.0
0.4;14.0;0.0;5.0;9.0;0.8;4.0;0.0;Car;18.0
1.0;14.0;0.0;1.0;5.0;0.0;0.0;0.0;Car;71.0
3.5;14.0;0.0;0.0;0.0;?;0.0;0.83;Car;13.0
4.2;14.0;0.0;1.0;0.0;2.9;2.0;0.0;Car;0.0
?;14.0;0.0;0.0;14.0;?;1.0;0.0;Car;1.0
0.5;14.0;0.0;6.0;5.0;0.6;0.0;0.0;Car;85.0
?;14.0;0.0;?;0.0;?;2.0;0.0;Car;0.0
?;14.0;0.0;2.0;2.0;4.0;0.0;0.0;Car;5.0
?;14.0;0.0;1.0;0.0;2.9;2.0;0.0;Car;0.0
0.0;14.0;0.0;10.0;?;?;8.0;0.0;Car;2.0
0.7;14.0;0.0;16.0;0.0;0.6;0.0;0.0;Car;145.0
?;14.0;0.0;0.0;0.0;?;0.0;?;Car;13.0
2.4;14.0;0.0;7.0;18.0;0.8;2.0;0.0;Car;5.0
?;14.0;0.0;0.0;1.0;?;0.0;0.0;Car;25.0
?;14.0;0.0;2.0;5.0;1.8;3.0;0.91;Car;5.0
?;14.0;0.0;?;0.0;2.9;?;0.0;Car;0.0
?;14.0;0.0;24.0;0.0;0.0;0.0;0.92;Car;141.0
?;14.0;0.0;2.0;5.0;1.8;3.0;?;Car;5.0
1.5;14.0;0.0;0.0;14.0;1.0;1.0;0.0;Car;1.0
0.3;14.0;0.0;2.0;10.0;0.0;?;?;Car;66.0
?;14.0;0.0;0.0;?;?;1.0;0.0;Car;1.0
0.5;14.0;0.0;?;0.0;1.0;0.0;0.0;Car;6.0
0.0;14.0;0.0;7.0;?;?;3.0;0.0;Car;10.0
1.5;14.0;0.0;?;0.0;0.0;0.0;0.92;Car;141.0
0.0;14.0;0.0;13.0;13.0;0.0;0.0;0.0;Car;45.0
0.0;14.0;0.0;?;13.0;0.0;0.0;0.0;Car;45.0
0.3;14.0;0.0;2.0;?;0.0;?;0.92;Car;66.0
?;14.0;0.0;0.0;14.0;1.0;?;0.0;Car;1.0
4.2;14.0;0.0;1.0;0.0;?;2.0;0.0;Car;0.0
0.2;14.0;0.0;?;?;0.7;1.0;0.0;Car;10.0
1.5;14.0;0.0;0.0;?;?;1.0;0.0;Car;1.0
0.0;14.0;0.0;10.0;?;4.4;8.0;0.0;Car;2.0
?;14.0;0.0;0.0;12.0;0.0;0.0;0.0;Car;20.0
0.5;14.0;0.0;0.0;0.0;0.0;?;0.0;Car;115.0
0.5;14.0;0.0;18.0;0.0;?;0.0;0.0;Car;6.0
0.8;14.0;0.0;2.0;2.0;4.0;0.0;0.0;Car;5.0
0.3;14.0;0.0;0.0;1.0;2.1;?;0.0;Car;20.0
0.5;14.0;0.0;0.0;0.0;0.0;3.0;0.0;Car;115.0
?;14.0;0.0;0.0;0.0;5.0;0.0;?;Car;13.0
0.5;14.0;0.0;18.0;0.0;1.0;0.0;0.0;Car;6.0
?;14.0;0.0;2.0;2.0;?;0.0;0.0;Car;5.0
0.6;14.0;0.0;0.0;10.0;0.1;?;0.0;Car;70.0
0.8;14.0;0.0;?;2.0;?;0.0;0.0;Car;5.0
0.0;14.0;0.0;7.0;?;4.2;?;0.0;Car;10.0
0.8;14.0;0.0;2.0;?;?;0.0;0.0;Car;5.0
0.3;14.0;0.0;2.0;1.0;3.0;1.0;0.83;Car;15.0
?;14.0;0.0;1.0;0.0;?;?;0.0;Car;0.0
0.3;14.0;0.0;2.0;?;0.0;?;?;Car;66.0
0.0;14.0;0.0;7.0;?;?;?;0.0;Car;10.0
1.4;14.0;0.0;0.0;1.0;?;0.0;0.0;Car;25.0
1.5;14.0;0.0;0.0;?;1.0;1.0;0.0;Car;1.0
0.3;14.0;0.0;2.0;10.0;0.0;?;0.92;Car;66.0
0.0;14.0;0.0;7.0;13.0;?;?;0.0;Car;10.0
0.8;14.0;0.0;2.0;2.0;?;0.0;0.0;Car;5.0
?;14.0;0.0;18.0;0.0;1.0;0.0;0.0;Car;6.0
?;14.0;0.0;0.0;14.0;1.0;1.0;0.0;Car;1.0
0.3;14.0;0.0;2.0;?;0.0;4.0;?;Car;66.0
0.0;14.0;0.0;10.0;?;4.4;?;0.0;Car;2.0
4.5;14.0;0.0;13.0;11.0;0.7;0.0;0.83;Car;34.0
0.8;14.0;0.0;?;2.0;4.0;0.0;0.0;Car;5.0
3.5;14.0;0.0;0.0;0.0;5.0;0.0;0.83;Car;13.0
0.8;14.0;0.0;2.0;?;4.0;0.0;0.0;Car;5.0
?;14.0;0.0;0.0;0.0;?;0.0;0.83;Car;13.0
0.5;14.0;0.0;0.0;12.0;0.0;0.0;0.0;Car;20.0
0.0;14.0;0.0;?;?;0.0;0.0;0.0;Car;45.0
0.5;14.0;0.0;7.0;5.0;0.0;0.0;0.0;Car;176.0
?;14.0;0.0;0.0;?;1.0;1.0;0.0;Car;1.0
0.0;14.0;0.0;10.0;?;?;?;0.0;Car;2.0
?;14.0;0.0;1.0;5.0;0.0;0.0;0.0;Car;71.0
0.0;14.0;0.0;6.0;4.0;?;0.0;0.92;Car;97.0
0.0;14.0;0.0;0.0;5.0;0.0;0.0;0.0;Car;394.0
1.5;14.0;0.0;0.0;14.0;1.0;?;0.0;Car;1.0
?;14.0;0.0;0.0;?;0.0;0.0;0.0;Car;20.0
0.2;14.0;0.0;?;7.0;0.7;1.0;0.0;Car;10.0
0.3;14.0;0.0;2.0;?;0.0;4.0;0.92;Car;66.0
0.0;14.0;0.0;32.0;5.0;0.4;0.0;0.0;Car;275.0
0.5;14.0;0.0;?;0.0;?;0.0;0.0;Car;6.0
3.5;14.0;0.0;0.0;0.0;?;0.0;?;Car;13.0
0.2;14.0;0.0;12.0;1.0;?;0.0;0.0;Car;170.0
?;14.0;0.0;?;0.0;1.0;0.0;0.0;Car;6.0
?;14.0;0.0;?;0.0;0.0;0.0;?;Car;141.0
0.0;14.0;0.0;10.0;20.0;?;?;0.0;Car;2.0
0.3;14.0;0.0;10.0;3.0;3.2;4.0;0.83;Car;20.0
?;13.0;0.0;3.0;14.0;0.0;?;0.83;Car;8.0
0.0;13.0;0.0;?;22.0;1.0;1.0;?;Car;3.0
0.0;13.0;0.0;1.0;2.0;?;0.0;0.0;Car;59.0
1.5;13.0;0.0;0.0;0.0;2.0;?;0.0;Car;7.0
0.7;13.0;0.0;?;?;1.9;0.0;0.92;Car;0.0
?;13.0;0.0;15.0;1.0;0.0;0.0;0.0;Car;157.0
0.0;13.0;0.0;?;22.0;?;1.0;0.91;Car;3.0
1.5;13.0;0.0;0.0;0.0;?;?;0.0;Car;7.0
0.0;13.0;0.0;32.0;?;1.0;2.0;0.0;Car;4.0
0.0;13.0;0.0;18.0;?;?;0.0;0.0;Car;14.0
0.0;13.0;0.0;21.0;?;1.0;1.0;?;Car;3.0
0.2;13.0;0.0;86.0;15.0;0.0;5.0;0.91;Car;20.0
0.0;13.0;0.0;?;?;1.0;1.0;?;Car;3.0
0.4;13.0;0.0;0.0;3.0;0.6;3.0;0.0;Car;10.0
0.5;13.0;0.0;20.0;0.0;?;6.0;?;Car;0.0
?;13.0;0.0;?;1.0;0.0;0.0;0.0;Car;157.0
0.1;13.0;0.0;?;5.0;?;4.0;0.0;Car;5.0
0.7;13.0;0.0;?;13.0;1.9;0.0;?;Car;0.0
0.3;13.0;0.0;31.0;2.0;4.0;7.0;0.92;Car;7.0
0.0;13.0;0.0;34.0;5.0;4.0;1.0;0.0;Car;3.0
0.0;13.0;0.0;?;12.0;1.0;0.0;0.0;Car;14.0
0.0;13.0;0.0;?;?;1.0;0.0;0.0;Car;14.0
0.1;13.0;0.0;?;5.0;?;?;0.0;Car;5.0
0.9;13.0;0.0;6.0;0.0;9.4;7.0;?;Car;4.0
0.1;13.0;0.0;50.0;5.0;?;?;0.0;Car;5.0
0.2;13.0;0.0;0.0;3.0;5.3;5.0;0.83;Car;17.0
0.0;13.0;0.0;?;5.0;?;1.0;0.0;Car;3.0
1.0;13.0;0.0;?;9.0;0.0;0.0;0.0;Car;20.0
0.9;13.0;0.0;6.0;0.0;?;?;0.83;Car;4.0
0.4;13.0;0.0;0.0;3.0;?;3.0;0.0;Car;10.0
0.4;13.0;0.0;0.0;3.0;?;?;0.0;Car;10.0
?;13.0;0.0;0.0;10.0;0.3;0.0;0.0;Car;85.0
0.7;13.0;0.0;?;?;1.9;0.0;?;Car;0.0
0.0;13.0;0.0;?;5.0;4.0;1.0;0.0;Car;3.0
0.5;13.0;0.0;20.0;0.0;?;?;?;Car;0.0
0.2;13.0;0.0;2.0;1.0;0.7;0.0;0.83;Car;20.0
?;13.0;0.0;?;9.0;0.0;0.0;0.0;Car;20.0
0.0;13.0;0.0;21.0;?;1.0;?;0.91;Car;3.0
0.0;13.0;0.0;34.0;5.0;?;1.0;0.0;Car;3.0
1.0;13.0;?;?;4.0;1.0;?;?;Car;3.0
0.0;13.0;0.0;1.0;2.0;4.0;0.0;0.0;Car;59.0
0.2;13.0;0.0;2.0;1.0;?;0.0;0.83;Car;20.0
0.1;13.0;0.0;?;5.0;2.5;?;0.0;Car;5.0
0.0;13.0;0.0;21.0;?;1.0;?;?;Car;3.0
0.0;13.0;0.0;?;5.0;?;?;0.0;Car;3.0
1.0;13.0;0.0;?;2.0;0.0;?;?;Car;18.0
?;13.0;0.0;2.0;10.0;1.0;0.0;0.0;Car;16.0
?;13.0;0.0;2.0;1.0;0.7;0.0;0.83;Car;20.0
0.0;13.0;0.0;18.0;?;1.0;0.0;0.0;Car;14.0
0.2;13.0;0.0;?;1.0;0.7;0.0;0.83;Car;20.0
?;13.0;0.0;0.0;2.0;2.5;5.0;0.0;Car;5.0
0.0;13.0;0.0;32.0;?;1.0;?;0.0;Car;4.0
0.9;13.0;0.0;6.0;0.0;?;?;?;Car;4.0
0.5;13.0;0.0;15.0;2.0;0.3;0.0;0.0;Car;260.0
0.0;13.0;0.0;?;?;1.0;1.0;0.91;Car;3.0
0.0;13.0;0.0;21.0;?;?;1.0;?;Car;3.0
?;13.0;0.0;0.0;2.0;2.5;?;0.0;Car;5.0
0.0;13.0;0.0;?;?;?;1.0;0.0;Car;3.0
0.0;13.0;0.0;?;?;?;1.0;0.91;Car;3.0
0.1;13.0;0.0;?;5.0;2.5;4.0;0.0;Car;5.0
?;13.0;0.0;8.0;9.0;0.0;0.0;0.0;Car;20.0
0.4;13.0;0.0;0.0;?;0.6;3.0;0.0;Car;10.0
1.5;13.0;0.0;0.0;0.0;2.0;3.0;0.0;Car;7.0
0.0;13.0;0.0;?;12.0;?;0.0;0.0;Car;14.0
2.8;13.0;0.0;8.0;5.0;?;?;0.0;Car;0.0
0.0;13.0;0.0;9.0;22.0;0.0;0.0;0.0;Car;184.0
0.4;13.0;0.0;0.0;?;?;3.0;0.0;Car;10.0
0.0;13.0;0.0;21.0;?;1.0;1.0;0.91;Car;3.0
0.0;13.0;0.0;?;?;?;0.0;0.0;Car;14.0
0.0;13.0;0.0;?;?;?;1.0;?;Car;3.0
0.0;13.0;0.0;21.0;?;?;1.0;0.91;Car;3.0
1.5;13.0;0.0;0.0;0.0;?;3.0;0.0;Car;7.0
0.0;13.0;0.0;?;?;4.0;1.0;0.0;Car;3.0
2.2;13.0;0.0;1.0;9.0;?;?;0.0;Car;1.0
0.0;13.0;0.0;34.0;?;?;1.0;0.0;Car;3.0
0.5;13.0;0.0;20.0;0.0;?;?;0.91;Car;0.0
?;13.0;0.0;4.0;3.0;0.7;0.0;0.0;Car;75.0
?;13.0;0.0;3.0;14.0;0.0;?;?;Car;8.0
0.0;13.0;0.0;0.0;0.0;0.0;?;0.0;Car;492.0
0.0;13.0;0.0;34.0;5.0;?;?;0.0;Car;3.0
1.0;13.0;0.0;?;2.0;0.0;?;0.91;Car;18.0
0.4;13.0;0.0;1.0;13.0;0.1;1.0;0.92;Car;143.0
1.0;13.0;0.0;8.0;9.0;0.0;0.0;0.0;Car;20.0
?;13.0;0.0;52.0;2.0;0.0;?;0.91;Car;18.0
0.0;13.0;0.0;34.0;5.0;4.0;?;0.0;Car;3.0
1.0;13.0;?;?;4.0;1.0;?;0.83;Car;3.0
0.4;13.0;0.0;0.0;3.0;0.6;?;0.0;Car;10.0
?;12.0;0.0;7.0;6.0;0.0;0.0;?;Car;0.0
2.0;12.0;0.0;7.0;6.0;0.0;0.0;?;Car;0.0
?;12.0;0.0;1.0;5.0;0.0;4.0;?;Car;9.0
0.9;12.0;0.0;?;0.0;4.0;?;0.83;Car;3.0
2.0;12.0;0.0;7.0;?;0.0;0.0;?;Car;0.0
0.2;12.0;0.0;5.0;2.0;?;3.0;0.0;Car;10.0
?;12.0;?;?;3.0;0.2;?;0.0;Car;15.0
1.9;12.0;0.0;0.0;1.0;1.0;0.0;0.0;Car;5.0
?;12.0;0.0;0.0;0.0;0.0;0.0;0.0;Car;30.0
0.3;12.0;0.0;6.0;?;0.0;?;0.0;Car;5.0
0.0;12.0;0.0;3.0;?;1.0;3.0;?;Car;18.0
0.6;12.0;0.0;?;1.0;3.6;?;0.0;Car;4.0
0.2;12.0;0.0;?;2.0;3.9;3.0;0.0;Car;10.0
2.0;12.0;0.0;?;6.0;0.0;0.0;?;Car;0.0
?;12.0;0.0;?;5.0;0.0;1.0;0.0;Car;5.0
0.3;12.0;0.0;?;5.0;0.0;?;0.0;Car;5.0
?;12.0;0.0;?;5.0;0.0;?;0.0;Car;5.0
0.1;12.0;0.0;1.0;5.0;0.8;3.0;0.92;Car;113.0
?;12.0;0.0;7.0;?;0.0;0.0;0.91;Car;0.0
1.4;12.0;0.0;1.0;5.0;0.0;?;?;Car;9.0
?;12.0;0.0;6.0;?;0.0;?;0.0;Car;5.0
?;12.0;0.0;6.0;?;0.0;1.0;0.0;Car;5.0
0.3;12.0;0.0;?;5.0;0.0;1.0;0.0;Car;5.0
?;12.0;0.0;6.0;5.0;0.0;1.0;0.0;Car;5.0
2.0;12.0;0.0;7.0;?;0.0;0.0;0.91;Car;0.0
?;12.0;0.0;7.0;6.0;0.0;0.0;0.91;Car;0.0
2.0;12.0;0.0;7.0;6.0;0.0;0.0;0.91;Car;0.0
1.0;12.0;0.0;1.0;5.0;?;3.0;?;Car;7.0
?;12.0;1.0;?;3.0;0.2;?;0.0;Car;15.0
2.0;12.0;0.0;?;6.0;0.0;0.0;0.91;Car;0.0
1.9;12.0;0.0;0.0;1.0;?;0.0;0.0;Car;5.0
1.9;12.0;0.0;0.0;?;1.0;0.0;0.0;Car;5.0
0.9;12.0;0.0;?;0.0;4.0;3.0;0.83;Car;3.0
?;12.0;0.0;6.0;5.0;0.0;?;0.0;Car;5.0
?;12.0;0.0;0.0;1.0;?;0.0;0.0;Car;5.0
0.3;12.0;0.0;?;?;0.0;1.0;0.0;Car;5.0
0.0;12.0;0.0;10.0;2.0;3.0;0.0;0.83;Car;300.0
?;12.0;0.0;?;?;0.0;0.0;?;Car;0.0
2.0;12.0;0.0;?;?;0.0;0.0;?;Car;0.0
0.2;12.0;0.0;5.0;?;?;3.0;0.0;Car;10.0
?;12.0;0.0;?;6.0;0.0;0.0;?;Car;0.0
?;12.0;0.0;0.0;1.0;1.0;0.0;0.0;Car;5.0
2.4;12.0;?;?;3.0;0.2;?;0.0;Car;15.0
0.6;12.0;0.0;11.0;1.0;?;?;0.0;Car;4.0
0.3;12.0;0.0;6.0;?;0.0;1.0;0.0;Car;5.0
?;12.0;?;?;3.0;0.2;2.0;0.0;Car;15.0
0.1;12.0;0.0;?;0.0;0.1;?;0.0;Car;84.0
1.1;12.0;0.0;9.0;3.0;3.3;0.0;0.91;Car;5.0
?;12.0;0.0;1.0;5.0;0.0;4.0;0.91;Car;9.0
0.5;12.0;0.0;1.0;8.0;0.0;1.0;0.83;Car;48.0
?;12.0;0.0;0.0;20.0;?;4.0;0.0;Car;0.0
?;12.0;0.0;1.0;5.0;0.0;?;?;Car;9.0
?;12.0;0.0;7.0;?;0.0;0.0;?;Car;0.0
0.0;12.0;0.0;3.0;?;1.0;?;?;Car;18.0
1.4;12.0;0.0;?;5.0;0.0;?;?;Car;9.0
0.2;12.0;0.0;2.0;10.0;0.8;4.0;0.0;Car;32.0
1.4;12.0;0.0;1.0;?;0.0;?;0.91;Car;9.0
0.9;12.0;0.0;19.0;0.0;?;3.0;?;Car;3.0
1.2;12.0;0.0;0.0;0.0;0.0;0.0;0.0;Car;30.0
0.2;12.0;0.0;5.0;2.0;?;?;0.0;Car;10.0
0.2;12.0;0.0;5.0;2.0;3.9;3.0;0.0;Car;10.0
?;12.0;?;49.0;3.0;0.2;?;0.0;Car;15.0
1.0;12.0;0.0;4.0;13.0;12.0;9.0;0.83;Car;2.0
0.2;12.0;0.0;5.0;?;3.9;3.0;0.0;Car;10.0
0.6;12.0;0.0;11.0;1.0;?;6.0;0.0;Car;4.0
1.9;12.0;0.0;0.0;?;?;0.0;0.0;Car;5.0
0.3;12.0;0.0;6.0;5.0;0.0;?;0.0;Car;5.0
?;12.0;0.0;0.0;20.0;3.5;4.0;0.0;Car;0.0
0.3;12.0;0.0;6.0;5.0;0.0;1.0;0.0;Car;5.0
1.4;12.0;0.0;1.0;?;0.0;?;?;Car;9.0
0.9;12.0;0.0;19.0;0.0;?;3.0;0.83;Car;3.0
0.5;12.0;0.0;2.0;10.0;0.0;0.0;0.0;Car;381.0
0.3;12.0;0.0;6.0;5.0;0.1;2.0;0.0;Car;65.0
?;12.0;0.0;?;6.0;0.0;0.0;0.91;Car;0.0
?;12.0;0.0;?;?;0.0;0.0;0.91;Car;0.0
0.0;12.0;0.0;3.0;?;1.0;?;0.83;Car;18.0
?;12.0;0.0;0.0;20.0;?;?;0.0;Car;0.0
0.4;12.0;0.0;5.0;2.0;2.0;0.0;0.0;Car;265.0
?;12.0;0.0;1.0;5.0;0.0;?;0.91;Car;9.0
1.4;12.0;0.0;?;5.0;0.0;?;0.91;Car;9.0
0.1;12.0;0.0;1.0;0.0;0.1;?;0.0;Car;84.0
0.6;11.0;0.0;?;3.0;?;1.0;0.0;Car;5.0
0.8;11.0;0.0;4.0;5.0;0.0;5.0;0.83;Car;72.0
0.6;11.0;0.0;12.0;3.0;?;1.0;0.0;Car;5.0
0.2;11.0;0.0;?;0.0;?;?;0.0;Car;10.0
?;11.0;0.0;?;4.0;0.0;2.0;?;Car;9.0
0.2;11.0;0.0;6.0;0.0;?;?;0.0;Car;10.0
0.8;11.0;0.0;6.0;8.0;9.0;6.0;0.83;Car;3.0
0.6;11.0;0.0;12.0;3.0;2.0;?;0.0;Car;5.0
0.6;11.0;0.0;?;3.0;2.0;1.0;0.0;Car;5.0
0.0;11.0;0.0;?;5.0;0.0;0.0;?;Car;318.0
0.4;11.0;0.0;0.0;0.0;1.5;0.0;0.0;Car;250.0
?;11.0;0.0;18.0;4.0;0.0;2.0;0.92;Car;9.0
0.2;11.0;0.0;?;0.0;?;5.0;0.0;Car;10.0
0.2;11.0;0.0;6.0;0.0;?;5.0;0.0;Car;10.0
0.5;11.0;0.0;8.0;5.0;?;0.0;0.0;Car;15.0
?;11.0;0.0;?;4.0;0.0;2.0;0.92;Car;9.0
0.6;11.0;0.0;?;3.0;2.0;?;0.0;Car;5.0
?;11.0;0.0;18.0;4.0;0.0;2.0;?;Car;9.0
?;11.0;0.0;11.0;?;0.0;5.0;0.0;Car;1.0
?;11.0;0.0;11.0;?;0.0;?;0.0;Car;1.0
4.0;11.0;0.0;11.0;?;0.0;?;0.0;Car;1.0
0.2;11.0;0.0;1.0;?;1.5;2.0;0.0;Car;20.0
0.2;11.0;0.0;7.0;?;0.3;0.0;?;Car;60.0
1.0;11.0;0.0;1.0;5.0;0.0;0.0;0.0;Car;61.0
0.2;11.0;0.0;?;3.0;0.3;0.0;?;Car;60.0
0.0;10.0;0.0;12.0;1.0;3.1;?;?;Car;15.0
0.0;10.0;0.0;?;8.0;0.0;0.0;0.0;Car;297.0
0.2;10.0;0.0;?;19.0;1.2;4.0;?;Car;0.0
0.5;10.0;0.0;?;3.0;0.0;0.0;0.0;Car;54.0
?;10.0;0.0;0.0;3.0;?;4.0;0.91;Car;0.0
0.2;10.0;0.0;22.0;?;?;4.0;0.83;Car;0.0
2.3;10.0;0.0;0.0;3.0;?;?;0.91;Car;0.0
0.4;10.0;0.0;6.0;1.0;4.1;?;0.0;Car;0.0
?;10.0;0.0;0.0;3.0;2.9;?;0.91;Car;0.0
0.2;10.0;0.0;?;?;1.2;4.0;?;Car;0.0
2.3;10.0;0.0;0.0;3.0;2.9;?;?;Car;0.0
0.5;10.0;0.0;19.0;3.0;0.0;0.0;0.0;Car;54.0
0.2;10.0;0.0;22.0;?;1.2;4.0;0.83;Car;0.0
0.0;10.0;0.0;7.0;?;1.0;3.0;?;Car;5.0
0.2;10.0;0.0;1.0;3.0;0.0;1.0;0.0;Car;60.0
0.2;10.0;0.0;0.0;1.0;?;?;0.0;Car;10.0
0.2;10.0;0.0;0.0;?;?;1.0;0.0;Car;10.0
0.0;10.0;0.0;7.0;13.0;?;3.0;0.91;Car;5.0
2.3;10.0;0.0;0.0;3.0;?;4.0;?;Car;0.0
0.0;10.0;0.0;6.0;8.0;0.0;0.0;0.0;Car;297.0
0.0;10.0;0.0;7.0;?;?;?;0.91;Car;5.0
0.4;10.0;0.0;6.0;?;?;?;0.0;Car;0.0
0.4;10.0;0.0;6.0;?;?;4.0;0.0;Car;0.0
0.4;10.0;0.0;?;1.0;4.1;?;0.0;Car;0.0
0.2;10.0;0.0;22.0;?;1.2;?;0.83;Car;0.0
0.2;10.0;0.0;?;?;1.2;?;0.83;Car;0.0
?;10.0;0.0;0.0;3.0;2.9;4.0;0.91;Car;0.0
0.0;10.0;0.0;7.0;?;1.0;?;?;Car;5.0
0.0;10.0;0.0;7.0;13.0;1.0;?;0.91;Car;5.0
0.2;10.0;0.0;?;?;1.2;4.0;0.83;Car;0.0
0.2;10.0;0.0;0.0;?;3.9;1.0;0.0;Car;10.0
0.0;10.0;0.0;?;1.0;3.1;?;0.83;Car;15.0
0.2;10.0;0.0;?;19.0;1.2;4.0;0.83;Car;0.0
0.4;10.0;0.0;?;1.0;4.1;4.0;0.0;Car;0.0
?;10.0;0.0;0.0;3.0;2.9;4.0;?;Car;0.0
0.2;10.0;0.0;0.0;1.0;?;1.0;0.0;Car;10.0
0.2;10.0;0.0;22.0;?;1.2;?;?;Car;0.0
?;10.0;0.0;1.0;3.0;0.2;0.0;0.0;Car;25.0
0.0;10.0;0.0;7.0;13.0;?;?;?;Car;5.0
0.4;10.0;0.0;6.0;1.0;?;?;0.0;Car;0.0
0.3;10.0;0.0;0.0;18.0;0.9;4.0;0.0;Car;30.0
0.0;10.0;0.0;7.0;?;1.0;3.0;0.91;Car;5.0
0.0;10.0;0.0;7.0;?;?;?;?;Car;5.0
0.4;10.0;0.0;6.0;1.0;4.1;4.0;0.0;Car;0.0
0.0;10.0;0.0;7.0;13.0;1.0;?;?;Car;5.0
0.2;10.0;0.0;1.0;?;0.0;?;0.0;Car;60.0
0.0;10.0;0.0;7.0;?;1.0;?;0.91;Car;5.0
?;10.0;0.0;0.0;3.0;?;?;0.91;Car;0.0
0.0;10.0;0.0;7.0;?;?;3.0;0.91;Car;5.0
2.3;10.0;0.0;0.0;3.0;2.9;4.0;?;Car;0.0
0.2;10.0;0.0;?;?;1.2;?;?;Car;0.0
0.2;10.0;0.0;22.0;19.0;1.2;?;?;Car;0.0
0.2;10.0;0.0;1.0;3.0;0.0;?;0.0;Car;60.0
0.2;10.0;0.0;0.0;1.0;3.9;?;0.0;Car;10.0
0.0;10.0;0.0;12.0;1.0;?;?;0.83;Car;15.0
0.0;10.0;0.0;?;1.0;?;?;0.83;Car;15.0
?;10.0;0.0;?;3.0;0.2;0.0;0.0;Car;25.0
0.0;10.0;0.0;7.0;13.0;1.0;3.0;?;Car;5.0
?;10.0;0.0;0.0;3.0;2.9;?;?;Car;0.0
2.3;10.0;0.0;0.0;3.0;?;?;?;Car;0.0
0.0;10.0;0.0;0.0;0.0;?;0.0;0.0;Car;94.0
0.0;10.0;0.0;7.0;?;?;3.0;?;Car;5.0
1.0;10.0;0.0;6.0;2.0;2.1;?;0.0;Car;5.0
?;10.0;0.0;0.0;3.0;?;4.0;?;Car;0.0
?;10.0;0.0;0.0;3.0;?;?;?;Car;0.0
0.4;10.0;0.0;6.0;1.0;?;4.0;0.0;Car;0.0
0.4;10.0;0.0;6.0;?;4.1;4.0;0.0;Car;0.0
0.0;10.0;0.0;12.0;1.0;?;7.0;0.83;Car;15.0
0.2;10.0;0.0;1.0;?;0.0;1.0;0.0;Car;60.0
0.0;10.0;0.0;12.0;1.0;?;?;?;Car;15.0
0.0;10.0;0.0;0.0;0.0;2.0;0.0;0.0;Car;94.0
?;9.0;0.0;5.0;?;0.0;4.0;0.0;Car;12.0
0.0;9.0;0.0;0.0;0.0;3.0;?;0.0;Car;0.0
0.5;9.0;0.0;0.0;0.0;0.0;?;0.0;Car;79.0
0.0;9.0;?;?;1.0;?;0.0;0.92;Car;39.0
0.0;9.0;0.0;26.0;0.0;0.0;?;0.0;Car;50.0
0.0;9.0;0.0;26.0;0.0;0.0;1.0;0.0;Car;50.0
0.5;9.0;0.0;0.0;0.0;0.0;1.0;0.0;Car;79.0
0.4;9.0;0.0;18.0;0.0;1.0;3.0;0.83;Car;15.0
1.0;9.0;0.0;0.0;0.0;?;0.0;?;Car;17.0
0.5;9.0;0.0;26.0;15.0;0.0;?;?;Car;2.0
0.0;9.0;?;?;1.0;?;0.0;?;Car;39.0
?;9.0;0.0;9.0;?;0.0;0.0;0.0;Car;9.0
?;9.0;0.0;5.0;?;0.0;?;0.0;Car;12.0
0.0;9.0;0.0;?;0.0;0.0;1.0;0.0;Car;50.0
0.0;9.0;?;?;1.0;4.0;0.0;?;Car;39.0
0.0;9.0;0.0;0.0;0.0;3.0;1.0;0.0;Car;0.0
